134.158.33.226 - - "2024-03-25 00:04:19" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/article/download/16/36/219 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0"
157.55.39.55 bot - "2024-03-25 00:04:38" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/article/view/19 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
52.167.144.191 bot - "2024-03-25 00:20:00" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/article/view/9 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
180.75.238.179 - - "2024-03-25 00:26:56" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/article/view/26 200 "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
180.75.238.179 - - "2024-03-25 00:33:16" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/article/view/26 200 "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
180.75.238.179 - - "2024-03-25 00:33:28" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/article/view/26 200 "WhatsApp/2.23.20.0"
110.136.108.141 - - "2024-03-25 00:40:26" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/article/download/50/28/167 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
2402:ad80:139:54e3:483:faa6:f0b4:b82f - - "2024-03-25 00:49:22" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/article/download/81/60/444 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
2402:ad80:139:54e3:483:faa6:f0b4:b82f - - "2024-03-25 00:49:54" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/article/download/81/60/444 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
139.18.242.215 - - "2024-03-25 00:53:38" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/index 200 "metha/0.3.0"
66.249.71.171 bot - "2024-03-25 01:00:19" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/article/view/51 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
40.77.190.140 bot - "2024-03-25 01:00:55" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/article/download/28/12/72 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/112.0.0.0 Safari/537.36"
36.68.154.113 - - "2024-03-25 01:01:34" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
36.68.154.113 - - "2024-03-25 01:02:16" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/issue/view/7 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
66.249.71.170 bot - "2024-03-25 01:05:35" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/article/download/39/24/155 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
207.46.13.7 bot - "2024-03-25 01:32:19" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/article/view/91 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
140.213.148.133 - - "2024-03-25 01:32:25" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/article/view/20 200 "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36"
36.82.96.15 - - "2024-03-25 01:47:20" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/article/view/30 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
36.82.96.15 - - "2024-03-25 01:52:27" https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif/article/download/30/44/249 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
